org_a,locus_a,org_b,locus_b,identity
abaylyi,ACIAD1327,styphimurium,yiaE,0.428
saureus,SA0791,styphimurium,yiaE,0.42
ccrescentus,CCNA_03838,styphimurium,yiaE,0.371
ccrescentus,CCNA_02568,mtuberculosis,Rv1496,0.556
ccrescentus,CCNA_00107,mtuberculosis,Rv1684,0.436
mtuberculosis,Rv3240c,styphimurium,secA,0.481
mtuberculosis,Rv3240c,saureus,secA,0.47
mtuberculosis,Rv3240c,syn3a,JCVISYN3A_0095,0.424
mtuberculosis,Rv3589,styphimurium,mutY,0.36
ccrescentus,CCNA_00917,mtuberculosis,Rv1960c,0.592
abaylyi,ACIAD2935,ccrescentus,CCNA_02078,0.443
abaylyi,ACIAD2935,mpne,MPN005,0.422
abaylyi,ACIAD3118,mtuberculosis,Rv2511,0.44
mgenitalium,MG_065,syn3a,JCVISYN3A_0030,0.55
ccrescentus,CCNA_02173,syn3a,JCVISYN3A_0030,0.392
abaylyi,ACIAD2056,syn3a,JCVISYN3A_0030,0.37
mgenitalium,MG_298,syn3a,JCVISYN3A_0415,0.322
ccrescentus,CCNA_00088,mtuberculosis,Rv2510c,0.495
abaylyi,ACIAD3637,ccrescentus,CCNA_00281,0.425
ccrescentus,CCNA_00281,saureus,SA1059,0.403
ccrescentus,CCNA_00281,mtuberculosis,Rv1406,0.379
ccrescentus,CCNA_00281,syn3a,JCVISYN3A_0390,0.304
abaylyi,ACIAD2874,ccrescentus,CCNA_00346,0.475
ccrescentus,CCNA_00346,saureus,pdhD,0.448
ccrescentus,CCNA_00443,styphimurium,cheW,0.345
abaylyi,ACIAD1904,mtuberculosis,Rv3119,0.409
abaylyi,ACIAD1904,styphimurium,moaE,0.321
abaylyi,ACIAD2335,mtuberculosis,Rv1837c,0.586
abaylyi,ACIAD2558,styphimurium,yaiW,0.307
ccrescentus,CCNA_03561,mtuberculosis,Rv1309,0.353
ccrescentus,CCNA_03561,saureus,atpG,0.326
ccrescentus,CCNA_03788,styphimurium,ccmG,0.417
abaylyi,ACIAD3208,mtuberculosis,Rv0715,0.485
mgenitalium,MG_162,mtuberculosis,Rv0715,0.317
ccrescentus,CCNA_00795,styphimurium,ttrR,0.393
abaylyi,ACIAD1091,mtuberculosis,Rv1850,0.593
mtuberculosis,Rv1850,saureus,ureC,0.554
mpne,MPN023,saureus,metS,0.369
mgenitalium,MG_021,saureus,metS,0.356
ccrescentus,CCNA_01245,saureus,SA0984,0.337
abaylyi,ACIAD2626,saureus,SA0984,0.337
mgenitalium,MG_252,saureus,SA0984,0.3
mtuberculosis,Rv0533c,styphimurium,fabH,0.358
abaylyi,ACIAD2450,styphimurium,abc,0.46
abaylyi,ACIAD0247,styphimurium,ribD,0.459
ccrescentus,CCNA_02750,styphimurium,sfbC,0.522
abaylyi,ACIAD2451,styphimurium,sfbC,0.472
abaylyi,ACIAD2374,styphimurium,miaA,0.51
abaylyi,ACIAD2374,ccrescentus,CCNA_02183,0.363
abaylyi,ACIAD2374,mtuberculosis,Rv2727c,0.331
abaylyi,ACIAD1910,saureus,nasD,0.354
abaylyi,ACIAD2305,mtuberculosis,Rv2406c,0.446
abaylyi,ACIAD2411,styphimurium,thiF,0.406
abaylyi,ACIAD2411,mtuberculosis,Rv3206c,0.356
mpne,MPN389,styphimurium,lplA,0.362
saureus,SA0884,styphimurium,lplA,0.349
abaylyi,ACIAD0151,styphimurium,guaA,0.664
abaylyi,ACIAD0369,styphimurium,infB,0.507
abaylyi,ACIAD0369,ccrescentus,CCNA_00041,0.509
abaylyi,ACIAD0369,saureus,infB,0.456
abaylyi,ACIAD0369,mtuberculosis,Rv2839c,0.482
abaylyi,ACIAD0369,syn3a,JCVISYN3A_0297,0.435
abaylyi,ACIAD0369,mgenitalium,MG_142,0.398
mgenitalium,MG_026,syn3a,JCVISYN3A_0391,0.43
mgenitalium,MG_026,saureus,SA1359,0.4
mgenitalium,MG_150,mpne,MPN164,0.932
mgenitalium,MG_150,syn3a,JCVISYN3A_0672,0.437
mgenitalium,MG_150,styphimurium,rpsJ,0.385
ccrescentus,CCNA_01305,mgenitalium,MG_150,0.421
abaylyi,ACIAD3220,mgenitalium,MG_150,0.354
ccrescentus,CCNA_02389,saureus,gcaD,0.397
ccrescentus,CCNA_02642,mtuberculosis,Rv2158c,0.381
abaylyi,ACIAD3365,ccrescentus,CCNA_02642,0.349
ccrescentus,CCNA_02642,saureus,murE,0.331
ccrescentus,CCNA_03599,mtuberculosis,Rv3708c,0.615
ccrescentus,CCNA_03731,styphimurium,yaeD,0.384
mtuberculosis,Rv3109,saureus,moaA,0.384
abaylyi,ACIAD1906,saureus,moaA,0.351
ccrescentus,CCNA_00984,saureus,SA2317,0.345
ccrescentus,CCNA_02489,mtuberculosis,Rv2503c,0.615
mtuberculosis,Rv3442c,saureus,rpsI,0.495
abaylyi,ACIAD0088,mtuberculosis,Rv3634c,0.322
mtuberculosis,Rv3634c,styphimurium,galE,0.34
ccrescentus,CCNA_00090,mtuberculosis,Rv3634c,0.342
mgenitalium,MG_028,mpne,MPN031,0.635
mgenitalium,MG_121,mpne,MPN260,0.681
ccrescentus,CCNA_03601,styphimurium,yqfA,0.36
ccrescentus,CCNA_01349,mtuberculosis,Rv1042c,0.443
ccrescentus,CCNA_01414,mtuberculosis,Rv1071c,0.394
abaylyi,ACIAD1609,ccrescentus,CCNA_01414,0.322
ccrescentus,CCNA_01646,styphimurium,bioD,0.342
abaylyi,ACIAD1719,ccrescentus,CCNA_02487,0.57
abaylyi,ACIAD2861,ccrescentus,CCNA_02994,0.639
ccrescentus,CCNA_02994,styphimurium,carB,0.617
mtuberculosis,Rv0480c,styphimurium,ybeM,0.335
ccrescentus,CCNA_01956,styphimurium,bcfH,0.361
ccrescentus,CCNA_01243,styphimurium,hrpB,0.45
abaylyi,ACIAD3557,ccrescentus,CCNA_00296,0.466
ccrescentus,CCNA_00296,saureus,vicR,0.465
abaylyi,ACIAD3102,ccrescentus,CCNA_02204,0.619
ccrescentus,CCNA_02204,mtuberculosis,Rv3001c,0.567
abaylyi,ACIAD0266,styphimurium,xerD,0.518
abaylyi,ACIAD0266,saureus,xerD,0.427
abaylyi,ACIAD0266,ccrescentus,CCNA_03101,0.432
abaylyi,ACIAD0416,styphimurium,ybeX,0.448
abaylyi,ACIAD1921,ccrescentus,CCNA_01030,0.421
abaylyi,ACIAD1921,saureus,SA0815,0.336
saureus,modA,styphimurium,modA,0.368
mtuberculosis,Rv2320c,saureus,SA2396,0.357
abaylyi,ACIAD1276,saureus,SA2396,0.324
abaylyi,ACIAD0164,mtuberculosis,Rv1292,0.363
abaylyi,ACIAD0164,syn3a,JCVISYN3A_0535,0.323
abaylyi,ACIAD0164,mgenitalium,MG_378,0.318
abaylyi,ACIAD0305,styphimurium,rplJ,0.481
abaylyi,ACIAD0305,saureus,rplJ,0.377
abaylyi,ACIAD0305,ccrescentus,CCNA_00530,0.319
abaylyi,ACIAD0418,ccrescentus,CCNA_00003,0.384
abaylyi,ACIAD0565,mgenitalium,MG_329,0.33
abaylyi,ACIAD0900,styphimurium,rep,0.5
styphimurium,rep,syn3a,JCVISYN3A_0695,0.346
mpne,MPN340,styphimurium,rep,0.307
mtuberculosis,Rv2727c,styphimurium,miaA,0.351
ccrescentus,CCNA_02183,styphimurium,miaA,0.367
mgenitalium,MG_335,mpne,MPN481,0.756
mpne,MPN481,styphimurium,yihA,0.418
ccrescentus,CCNA_00805,mpne,MPN481,0.354
mpne,MPN481,saureus,SA1497,0.378
mgenitalium,MG_406,mpne,MPN605,0.554
mpne,MPN665,saureus,tufA,0.708
mpne,MPN665,styphimurium,tufA,0.702
mpne,MPN665,syn3a,JCVISYN3A_0151,0.681
abaylyi,ACIAD0299,mpne,MPN665,0.685
mpne,MPN665,mtuberculosis,Rv0685,0.664
mgenitalium,MG_039,mpne,MPN051,0.625
mgenitalium,MG_133,mpne,MPN274,0.642
ccrescentus,CCNA_01809,saureus,lipA,0.508
abaylyi,ACIAD2275,saureus,lipA,0.464
mtuberculosis,Rv0641,syn3a,JCVISYN3A_0809,0.553
mtuberculosis,Rv0641,saureus,rplA,0.542
ccrescentus,CCNA_00677,mtuberculosis,Rv0641,0.572
abaylyi,ACIAD0304,mtuberculosis,Rv0641,0.497
mtuberculosis,Rv0641,styphimurium,rplA,0.493
ccrescentus,CCNA_01559,mtuberculosis,Rv1928c,0.381
abaylyi,ACIAD0306,saureus,rplL,0.588
saureus,rplL,styphimurium,rplL,0.593
saureus,rplL,syn3a,JCVISYN3A_0806,0.512
abaylyi,ACIAD3326,styphimurium,spoT,0.329
mtuberculosis,Rv3119,styphimurium,moaE,0.388
mtuberculosis,Rv1712,styphimurium,cmk,0.416
abaylyi,ACIAD2348,mtuberculosis,Rv1712,0.39
mpne,MPN476,mtuberculosis,Rv1712,0.322
mgenitalium,MG_330,mtuberculosis,Rv1712,0.324
mtuberculosis,Rv1712,syn3a,JCVISYN3A_0347,0.314
ccrescentus,CCNA_03782,styphimurium,ccmA,0.417
abaylyi,ACIAD2869,styphimurium,STM2486,0.491
ccrescentus,CCNA_01245,styphimurium,spoU,0.338
abaylyi,ACIAD1590,styphimurium,tolR,0.375
abaylyi,ACIAD1726,ccrescentus,CCNA_02484,0.53
abaylyi,ACIAD1726,saureus,menB,0.343
abaylyi,ACIAD1900,styphimurium,modB,0.53
saureus,thiM,styphimurium,thiM,0.408
saureus,SA2112,styphimurium,STM4195,0.423
saureus,SA2368,styphimurium,yjiA,0.308
mtuberculosis,Rv0137c,saureus,SA1257,0.402
mgenitalium,MG_408,saureus,SA1257,0.383
mpne,MPN384,saureus,leuS,0.444
mgenitalium,MG_266,saureus,leuS,0.447
saureus,leuS,styphimurium,leuS,0.422
ccrescentus,CCNA_00751,styphimurium,yeiB,0.3
abaylyi,ACIAD0736,styphimurium,nuoG,0.589
abaylyi,ACIAD1128,styphimurium,visC,0.374
mtuberculosis,Rv1655,saureus,SA0179,0.396
mtuberculosis,Rv1847,styphimurium,ybdB,0.367
saureus,gyrB,styphimurium,gyrB,0.453
abaylyi,ACIAD0004,saureus,gyrB,0.439
ccrescentus,CCNA_01372,saureus,SA0635,0.426
abaylyi,ACIAD1366,mtuberculosis,Rv1656,0.448
ccrescentus,CCNA_02325,mtuberculosis,Rv1656,0.475
mtuberculosis,Rv1719,styphimurium,yiaJ,0.328
abaylyi,ACIAD0862,ccrescentus,CCNA_02083,0.358
abaylyi,ACIAD2655,ccrescentus,CCNA_00764,0.61
ccrescentus,CCNA_00764,styphimurium,STM0855,0.528
ccrescentus,CCNA_01308,styphimurium,rplW,0.534
ccrescentus,CCNA_01364,styphimurium,yjbN,0.561
abaylyi,ACIAD3085,styphimurium,yjbN,0.555
abaylyi,ACIAD1081,styphimurium,ytfL,0.566
abaylyi,ACIAD0004,styphimurium,gyrB,0.671
abaylyi,ACIAD0004,mgenitalium,MG_203,0.449
abaylyi,ACIAD0515,ccrescentus,CCNA_02208,0.616
saureus,SA0421,styphimurium,yaeE,0.509
abaylyi,ACIAD2070,styphimurium,yaeE,0.49
abaylyi,ACIAD0127,styphimurium,gudT,0.633
abaylyi,ACIAD1141,styphimurium,yejE,0.574
abaylyi,ACIAD1141,mtuberculosis,Rv3664c,0.348
abaylyi,ACIAD1316,styphimurium,ydjA,0.375
ccrescentus,CCNA_02427,mtuberculosis,Rv3282,0.316
abaylyi,ACIAD2049,styphimurium,foxA,0.301
ccrescentus,CCNA_00678,mgenitalium,MG_081,0.419
ccrescentus,CCNA_00678,syn3a,JCVISYN3A_0810,0.442
abaylyi,ACIAD0623,ccrescentus,CCNA_03504,0.443
abaylyi,ACIAD0973,ccrescentus,CCNA_01585,0.322
saureus,rplU,syn3a,JCVISYN3A_0501,0.549
styphimurium,rplU,syn3a,JCVISYN3A_0501,0.349
saureus,rplD,syn3a,JCVISYN3A_0670,0.524
mpne,MPN166,syn3a,JCVISYN3A_0670,0.378
ccrescentus,CCNA_01307,syn3a,JCVISYN3A_0670,0.338
ccrescentus,CCNA_01167,styphimurium,STM0857,0.622
abaylyi,ACIAD1821,styphimurium,STM0857,0.362
abaylyi,ACIAD1395,styphimurium,mfd,0.503
ccrescentus,CCNA_01920,styphimurium,mfd,0.399
abaylyi,ACIAD0660,styphimurium,murA,0.594
abaylyi,ACIAD0660,ccrescentus,CCNA_02435,0.505
abaylyi,ACIAD0660,saureus,murA,0.51
abaylyi,ACIAD0660,mtuberculosis,Rv1315,0.449
abaylyi,ACIAD0772,styphimurium,mrp,0.622
abaylyi,ACIAD0772,mtuberculosis,Rv1229c,0.43
abaylyi,ACIAD0772,saureus,SA1969,0.405
abaylyi,ACIAD0872,styphimurium,acpP,0.63
abaylyi,ACIAD1008,mtuberculosis,Rv1279,0.361
mtuberculosis,Rv1292,syn3a,JCVISYN3A_0535,0.335
mgenitalium,MG_378,mtuberculosis,Rv1292,0.331
abaylyi,ACIAD0158,ccrescentus,CCNA_03093,0.342
ccrescentus,CCNA_03878,styphimurium,hemH,0.304
abaylyi,ACIAD1537,styphimurium,STM0691,0.758
mtuberculosis,Rv1569,styphimurium,bioF,0.359
ccrescentus,CCNA_01513,styphimurium,STM3169,0.389
abaylyi,ACIAD0596,styphimurium,glnE,0.412
ccrescentus,CCNA_02839,styphimurium,glnE,0.321
abaylyi,ACIAD3137,mtuberculosis,Rv0566c,0.391
abaylyi,ACIAD3172,mtuberculosis,Rv2993c,0.319
abaylyi,ACIAD3172,saureus,SA0829,0.307
ccrescentus,CCNA_02265,styphimurium,yeaA,0.521
mpne,MPN662,styphimurium,yeaA,0.478
mgenitalium,MG_448,styphimurium,yeaA,0.483
saureus,SA1256,styphimurium,yeaA,0.427
mgenitalium,MG_334,mpne,MPN480,0.655
mpne,MPN480,mtuberculosis,Rv2448c,0.338
ccrescentus,CCNA_01381,mpne,MPN480,0.329
mgenitalium,MG_175,syn3a,JCVISYN3A_0647,0.633
abaylyi,ACIAD3197,syn3a,JCVISYN3A_0647,0.577
abaylyi,ACIAD1368,ccrescentus,CCNA_01815,0.397
abaylyi,ACIAD1395,ccrescentus,CCNA_01920,0.377
ccrescentus,CCNA_00010,saureus,dnaK,0.598
abaylyi,ACIAD3654,saureus,dnaK,0.57
abaylyi,ACIAD2181,ccrescentus,CCNA_02960,0.337
mgenitalium,MG_106,mpne,MPN245,0.703
mgenitalium,MG_106,saureus,pdf1,0.333
mgenitalium,MG_106,styphimurium,def,0.305
ccrescentus,CCNA_00083,mtuberculosis,Rv3068c,0.701
abaylyi,ACIAD3353,ccrescentus,CCNA_03104,0.456
ccrescentus,CCNA_03393,mtuberculosis,Rv3275c,0.6
ccrescentus,CCNA_01936,mtuberculosis,Rv1464,0.5
mtuberculosis,Rv1464,saureus,SA0776,0.449
mtuberculosis,Rv1464,styphimurium,sufS,0.452
abaylyi,ACIAD1582,mtuberculosis,Rv1464,0.417
mtuberculosis,Rv1555,styphimurium,frdD,0.394
abaylyi,ACIAD1899,styphimurium,modC,0.43
abaylyi,ACIAD2034,ccrescentus,CCNA_02203,0.401
abaylyi,ACIAD2034,styphimurium,STM1621,0.377
mtuberculosis,Rv3461c,syn3a,JCVISYN3A_0648,0.756
ccrescentus,CCNA_02346,styphimurium,yrbH,0.454
abaylyi,ACIAD1482,ccrescentus,CCNA_02346,0.446
abaylyi,ACIAD1090,saureus,ureB,0.558
ccrescentus,CCNA_00749,saureus,feoB,0.341
ccrescentus,CCNA_00993,mtuberculosis,Rv0214,0.508
mgenitalium,MG_338,mpne,MPN489,0.491
mtuberculosis,Rv0718,syn3a,JCVISYN3A_0657,0.534
mgenitalium,MG_165,syn3a,JCVISYN3A_0657,0.469
ccrescentus,CCNA_01320,syn3a,JCVISYN3A_0657,0.406
saureus,SA1890,styphimurium,yohL,0.318
abaylyi,ACIAD3169,styphimurium,STM3121,0.503
saureus,SA0179,styphimurium,oat,0.389
mgenitalium,MG_373,mpne,MPN551,0.728
ccrescentus,CCNA_01665,mtuberculosis,Rv1031,0.542
abaylyi,ACIAD2976,mtuberculosis,Rv1031,0.453
mtuberculosis,Rv1031,saureus,kdpC,0.427
ccrescentus,CCNA_00849,styphimurium,STM0350,0.462
abaylyi,ACIAD2945,styphimurium,STM0350,0.422
abaylyi,ACIAD1170,ccrescentus,CCNA_02417,0.532
ccrescentus,CCNA_02607,mtuberculosis,Rv3339c,0.724
ccrescentus,CCNA_03506,styphimurium,yqgE,0.405
abaylyi,ACIAD0353,styphimurium,yqgE,0.372
abaylyi,ACIAD0364,styphimurium,secG,0.495
abaylyi,ACIAD2432,ccrescentus,CCNA_01739,0.406
mtuberculosis,Rv2230c,saureus,SA1388,0.31
mtuberculosis,Rv2848c,styphimurium,cbiA,0.354
mtuberculosis,Rv3003c,styphimurium,ilvI,0.46
mtuberculosis,Rv3003c,saureus,ilvB,0.438
ccrescentus,CCNA_00116,mtuberculosis,Rv3441c,0.455
mtuberculosis,Rv3441c,styphimurium,mrsA,0.451
mtuberculosis,Rv0600c,styphimurium,STM0561,0.358
abaylyi,ACIAD1604,mtuberculosis,Rv0753c,0.468
abaylyi,ACIAD3164,saureus,xprT,0.542
mgenitalium,MG_049,mpne,MPN062,0.756
mpne,MPN062,saureus,deoD,0.463
mgenitalium,MG_149,mpne,MPN162,0.386
abaylyi,ACIAD3312,saureus,rimM,0.307
mtuberculosis,Rv0417,styphimurium,thiG,0.495
ccrescentus,CCNA_03433,styphimurium,ycaQ,0.377
ccrescentus,CCNA_00035,saureus,truB,0.353
ccrescentus,CCNA_00035,mtuberculosis,Rv2793c,0.364
ccrescentus,CCNA_00035,syn3a,JCVISYN3A_0290,0.308
ccrescentus,CCNA_01253,styphimurium,dapA,0.444
ccrescentus,CCNA_01253,mtuberculosis,Rv2753c,0.346
ccrescentus,CCNA_03089,styphimurium,STM1123,0.367
abaylyi,ACIAD3213,styphimurium,rpsC,0.67
mtuberculosis,Rv0707,styphimurium,rpsC,0.535
styphimurium,rpsC,syn3a,JCVISYN3A_0665,0.497
abaylyi,ACIAD3133,ccrescentus,CCNA_00067,0.364
abaylyi,ACIAD3313,mgenitalium,MG_446,0.418
ccrescentus,CCNA_00294,saureus,pstB,0.514
ccrescentus,CCNA_00294,mgenitalium,MG_410,0.512
ccrescentus,CCNA_00900,mtuberculosis,Rv1354c,0.381
mgenitalium,MG_491,mpne,MPN311,0.539
ccrescentus,CCNA_02549,styphimurium,yajF,0.521
abaylyi,ACIAD3311,styphimurium,trmD,0.539
saureus,trmD,styphimurium,trmD,0.448
mtuberculosis,Rv2906c,styphimurium,trmD,0.421
mtuberculosis,Rv3052c,styphimurium,nrdI,0.614
mgenitalium,MG_230,styphimurium,nrdI,0.527
mpne,MPN323,styphimurium,nrdI,0.507
saureus,nrdI,styphimurium,nrdI,0.384
abaylyi,ACIAD0538,styphimurium,STM0762,0.373
ccrescentus,CCNA_01950,styphimurium,prfB,0.597
ccrescentus,CCNA_00841,styphimurium,STM1623,0.313
ccrescentus,CCNA_00299,mtuberculosis,Rv0772,0.445
mtuberculosis,Rv2639c,saureus,SA2130,0.456
saureus,SA1277,styphimurium,ycbY,0.3
abaylyi,ACIAD1993,styphimurium,STM3858,0.604
abaylyi,ACIAD1993,saureus,SA2434,0.419
abaylyi,ACIAD1993,mgenitalium,MG_062,0.398
abaylyi,ACIAD1993,mpne,MPN078,0.396
abaylyi,ACIAD2104,ccrescentus,CCNA_02422,0.346
styphimurium,crr,syn3a,JCVISYN3A_0234,0.369
mgenitalium,MG_172,syn3a,JCVISYN3A_0650,0.345
mtuberculosis,Rv2580c,saureus,hisS,0.44
abaylyi,ACIAD0562,mtuberculosis,Rv2580c,0.417
mtuberculosis,Rv2580c,syn3a,JCVISYN3A_0288,0.319
mpne,MPN045,mtuberculosis,Rv2580c,0.345
mtuberculosis,Rv3456c,styphimurium,rplQ,0.527
mtuberculosis,Rv0084,styphimurium,hycD,0.38
abaylyi,ACIAD1302,mtuberculosis,Rv0208c,0.357
abaylyi,ACIAD1302,saureus,SA1569,0.314
abaylyi,ACIAD2766,styphimurium,entD,0.307
abaylyi,ACIAD1820,ccrescentus,CCNA_01891,0.516
abaylyi,ACIAD0830,ccrescentus,CCNA_01954,0.324
abaylyi,ACIAD2290,ccrescentus,CCNA_00800,0.578
abaylyi,ACIAD3549,styphimurium,gshA,0.399
mgenitalium,MG_062,mpne,MPN078,0.695
mpne,MPN078,saureus,fruA,0.365
mpne,MPN078,styphimurium,STM3858,0.378
ccrescentus,CCNA_00695,mtuberculosis,Rv2052c,0.306
abaylyi,ACIAD3658,ccrescentus,CCNA_03392,0.393
ccrescentus,CCNA_03392,mtuberculosis,Rv3276c,0.384
ccrescentus,CCNA_03392,styphimurium,purK,0.348
abaylyi,ACIAD3085,ccrescentus,CCNA_01364,0.527
ccrescentus,CCNA_02914,mtuberculosis,Rv2315c,0.428
abaylyi,ACIAD1198,ccrescentus,CCNA_03266,0.403
ccrescentus,CCNA_03331,saureus,thiD,0.381
abaylyi,ACIAD0739,styphimurium,nuoJ,0.551
ccrescentus,CCNA_02019,styphimurium,nuoJ,0.321
abaylyi,ACIAD2028,styphimurium,aroC,0.7
mtuberculosis,Rv2540c,styphimurium,aroC,0.358
saureus,accB,styphimurium,accB,0.375
mtuberculosis,Rv3459c,styphimurium,rpsK,0.593
mgenitalium,MG_176,styphimurium,rpsK,0.487
abaylyi,ACIAD0898,styphimurium,yiaD,0.469
ccrescentus,CCNA_00201,styphimurium,yiaD,0.45
ccrescentus,CCNA_00052,styphimurium,ybeY,0.477
abaylyi,ACIAD3160,ccrescentus,CCNA_00052,0.433
ccrescentus,CCNA_00116,styphimurium,mrsA,0.516
abaylyi,ACIAD3150,styphimurium,yhiR,0.386
abaylyi,ACIAD3404,ccrescentus,CCNA_03853,0.573
abaylyi,ACIAD3667,ccrescentus,CCNA_03330,0.379
mgenitalium,MG_047,mpne,MPN060,0.717
mgenitalium,MG_327,mpne,MPN473,0.661
ccrescentus,CCNA_00537,syn3a,JCVISYN3A_0803,0.392
abaylyi,ACIAD0308,syn3a,JCVISYN3A_0803,0.385
styphimurium,rpoC,syn3a,JCVISYN3A_0803,0.376
saureus,fus,syn3a,JCVISYN3A_0150,0.686
ccrescentus,CCNA_03304,saureus,fus,0.591
abaylyi,ACIAD0884,saureus,fus,0.576
abaylyi,ACIAD3369,mtuberculosis,Rv2400c,0.365
ccrescentus,CCNA_00288,mtuberculosis,Rv2400c,0.349
abaylyi,ACIAD3160,styphimurium,ybeY,0.563
saureus,kdpA(SCCmec),styphimurium,kdpA,0.452
mgenitalium,MG_224,mpne,MPN317,0.559
mpne,MPN317,styphimurium,ftsZ,0.339
mpne,MPN317,saureus,ftsZ,0.304
mgenitalium,MG_291,mpne,MPN417,0.57
saureus,rplE,syn3a,JCVISYN3A_0659,0.64
styphimurium,rplE,syn3a,JCVISYN3A_0659,0.55
mpne,MPN177,syn3a,JCVISYN3A_0659,0.567
mtuberculosis,Rv0716,syn3a,JCVISYN3A_0659,0.517
ccrescentus,CCNA_01318,syn3a,JCVISYN3A_0659,0.514
abaylyi,ACIAD2082,ccrescentus,CCNA_03023,0.424
abaylyi,ACIAD2474,saureus,hemE,0.368
abaylyi,ACIAD2592,ccrescentus,CCNA_02267,0.36
styphimurium,rnc,syn3a,JCVISYN3A_0418,0.331
abaylyi,ACIAD0306,syn3a,JCVISYN3A_0806,0.475
styphimurium,rplL,syn3a,JCVISYN3A_0806,0.455
saureus,infB,styphimurium,infB,0.558
ccrescentus,CCNA_00041,styphimurium,infB,0.534
mtuberculosis,Rv2839c,styphimurium,infB,0.48
styphimurium,infB,syn3a,JCVISYN3A_0297,0.436
mgenitalium,MG_142,styphimurium,infB,0.424
abaylyi,ACIAD0531,ccrescentus,CCNA_00027,0.528
abaylyi,ACIAD0462,ccrescentus,CCNA_00154,0.462
ccrescentus,CCNA_00283,styphimurium,dapD,0.681
mtuberculosis,Rv0803,saureus,purL,0.425
ccrescentus,CCNA_02198,mtuberculosis,Rv0562,0.357
mtuberculosis,Rv0685,styphimurium,tufA,0.744
mtuberculosis,Rv0685,saureus,tufA,0.72
mtuberculosis,Rv0685,syn3a,JCVISYN3A_0151,0.71
abaylyi,ACIAD0299,mtuberculosis,Rv0685,0.717
ccrescentus,CCNA_02594,mtuberculosis,Rv0563,0.422
abaylyi,ACIAD1974,mtuberculosis,Rv1497,0.322
ccrescentus,CCNA_01309,mtuberculosis,Rv0704,0.544
abaylyi,ACIAD3216,ccrescentus,CCNA_01309,0.56
ccrescentus,CCNA_01309,mpne,MPN168,0.501
ccrescentus,CCNA_01309,mgenitalium,MG_154,0.494
saureus,pfk,syn3a,JCVISYN3A_0220,0.469
mtuberculosis,Rv3010c,saureus,pfk,0.375
ccrescentus,CCNA_00682,mtuberculosis,Rv3095,0.471
abaylyi,ACIAD1545,mtuberculosis,Rv3095,0.393
mtuberculosis,Rv3158,styphimurium,nuoN,0.357
abaylyi,ACIAD0743,mtuberculosis,Rv3158,0.346
abaylyi,ACIAD2574,mtuberculosis,Rv3565,0.307
abaylyi,ACIAD0900,ccrescentus,CCNA_01596,0.386
abaylyi,ACIAD0900,syn3a,JCVISYN3A_0695,0.359
abaylyi,ACIAD0900,mpne,MPN340,0.335
abaylyi,ACIAD1248,styphimurium,rnhB,0.609
abaylyi,ACIAD1248,ccrescentus,CCNA_00383,0.489
mgenitalium,MG_466,mpne,MPN682,0.875
mpne,MPN682,styphimurium,rpmH,0.688
abaylyi,ACIAD2230,styphimurium,yeaC,0.49
abaylyi,ACIAD2375,ccrescentus,CCNA_00731,0.357
abaylyi,ACIAD2375,styphimurium,mutL,0.353
abaylyi,ACIAD2981,ccrescentus,CCNA_01178,0.33
mgenitalium,MG_203,mpne,MPN122,0.704
mpne,MPN122,syn3a,JCVISYN3A_0452,0.462
mpne,MPN122,styphimurium,gyrB,0.418
mpne,MPN324,mtuberculosis,Rv3051c,0.586
mpne,MPN324,styphimurium,nrdE,0.544
mgenitalium,MG_424,mpne,MPN622,0.755
ccrescentus,CCNA_03055,mtuberculosis,Rv0052,0.355
abaylyi,ACIAD2909,styphimurium,pth,0.557
abaylyi,ACIAD2909,ccrescentus,CCNA_00517,0.409
abaylyi,ACIAD2909,syn3a,JCVISYN3A_0832,0.358
abaylyi,ACIAD2909,mgenitalium,MG_083,0.345
abaylyi,ACIAD3129,ccrescentus,CCNA_02602,0.355
abaylyi,ACIAD0912,styphimurium,yggR,0.457
abaylyi,ACIAD0870,ccrescentus,CCNA_01746,0.426
abaylyi,ACIAD0870,saureus,fabD,0.426
abaylyi,ACIAD1286,ccrescentus,CCNA_00617,0.369
abaylyi,ACIAD1455,ccrescentus,CCNA_00673,0.301
abaylyi,ACIAD3130,styphimurium,yliJ,0.311
abaylyi,ACIAD3532,styphimurium,dsbD,0.318
saureus,hisS,syn3a,JCVISYN3A_0288,0.391
abaylyi,ACIAD0562,saureus,hisS,0.392
mpne,MPN045,saureus,hisS,0.337
mgenitalium,MG_035,saureus,hisS,0.323
saureus,rplE,styphimurium,rplE,0.608
mtuberculosis,Rv0716,saureus,rplE,0.57
mpne,MPN177,saureus,rplE,0.569
ccrescentus,CCNA_01318,saureus,rplE,0.542
ccrescentus,CCNA_03316,saureus,capD,0.419
abaylyi,ACIAD2347,ccrescentus,CCNA_03702,0.5
ccrescentus,CCNA_03702,saureus,SA1308,0.303
abaylyi,ACIAD2940,saureus,gerCC,0.324
mtuberculosis,Rv3383c,saureus,gerCC,0.33
ccrescentus,CCNA_00805,saureus,SA1497,0.382
saureus,SA1497,styphimurium,yihA,0.327
mgenitalium,MG_335,saureus,SA1497,0.308
abaylyi,ACIAD2933,styphimurium,yibK,0.516
abaylyi,ACIAD0188,styphimurium,atpC,0.488
