gene,chrom,tss,essential,loeuf,is_tf,regulon_out,regulators_in,ppi_degree,n_pathways,cpg_promoter,enhancers,n_diseases,lineage_master
USP3-AS1,chr15,63600827,,,0,0,0,0,0,1,93,0,
USP30,chr12,109023088,,0.663,0,0,0,5,2,0,44,0,
USP30-AS1,chr12,109053965,,,0,0,0,0,0,0,55,0,
USP31,chr16,23149270,,0.4,0,0,0,0,0,1,90,0,
USP32,chr17,60392133,,0.224,0,0,0,0,0,1,99,0,
USP32P1,chr17,16786891,,,0,0,0,0,0,0,28,0,
USP32P2,chr17,18521252,,,0,0,0,0,0,0,17,0,
USP32P3,chr17,20410515,,,0,0,0,0,0,0,11,0,
USP33,chr1,77759852,,0.331,0,0,0,9,2,1,53,0,
USP34,chr2,61471087,,0.091,0,0,1,4,2,1,95,0,
USP35,chr11,78188918,,0.724,0,0,0,1,0,1,127,0,
USP36,chr17,78840814,,0.515,0,0,0,0,0,1,156,0,
USP37,chr2,218568351,,0.189,0,0,1,2,1,1,48,0,
USP38,chr4,143184916,,0.644,0,0,0,0,0,1,41,0,
USP39,chr2,85602860,1,0.541,0,0,0,44,1,1,115,0,
USP4,chr3,49340053,,0.634,0,0,0,7,4,1,88,0,
USP40,chr2,233566782,,0.925,0,0,0,0,0,1,54,0,
USP41,,,,1.188,0,0,0,0,0,,,0,
USP42,chr7,6104948,,0.133,0,0,0,1,1,1,64,0,
USP43,chr17,9645516,,0.398,0,0,0,0,1,1,50,0,
USP44,chr12,95551476,,1.071,0,0,1,2,1,0,63,0,
USP45,chr6,99515423,,1.057,0,0,0,0,1,1,45,2,
USP46,chr4,52659301,,0.423,0,0,0,9,0,1,61,0,
USP46-DT,chr4,52659405,,,0,0,0,0,0,1,62,0,
USP47,chr11,11841971,,0.13,0,0,0,1,1,1,72,0,
USP48,chr1,21783149,,0.161,0,0,0,1,1,1,105,2,
USP49,chr6,41895375,,0.346,0,0,0,0,1,1,88,0,
USP5,chr12,6852149,1,0.316,0,0,0,6,2,1,156,0,
USP50,chr15,50546666,,1.87,0,0,0,1,0,0,42,0,
USP51,chrX,55489198,,0.653,0,0,0,3,0,1,24,0,
USP53,chr4,119212626,,0.779,0,0,0,0,0,1,56,1,
USP54,chr10,73625981,,0.55,0,0,0,0,0,1,98,0,
USP6,chr17,5116031,,0.974,0,0,0,2,0,1,41,0,
USP6NL,chr10,11611650,,0.42,0,0,0,1,1,1,106,0,
USP7,chr16,8963906,,0.061,0,0,7,29,8,0,106,2,
USP8,chr15,50424404,,0.113,0,0,0,11,4,1,43,3,
USP9X,chrX,41085444,,0.051,0,0,0,7,8,0,72,3,
USP9Y,chrY,12701230,,0.589,0,0,0,0,0,0,25,2,
USPL1,chr13,30617919,1,0.456,0,0,0,1,0,1,90,0,
UST,chr6,148747029,,0.494,0,0,1,0,2,1,90,0,
UST-AS1,chr6,148964684,,,0,0,0,0,0,0,78,0,
UST-AS2,chr6,149032661,,,0,0,0,0,0,0,112,0,
UTF1,chr10,133230216,,1.343,1,4,3,0,0,1,160,0,
UTP11,chr1,38012733,,,0,0,0,76,2,1,141,0,
UTP11L,,,,1.177,0,0,0,0,0,,,0,
UTP14A,chrX,129906120,,0.162,0,0,0,76,2,1,40,0,
UTP14C,chr13,52024690,,0.632,0,0,0,30,2,0,62,0,
UTP15,chr5,73565742,1,0.11,0,0,0,67,2,1,57,0,
UTP18,chr17,51260545,,0.627,0,0,0,73,2,1,59,0,
UTP20,chr12,101280104,1,0.463,0,0,0,85,2,1,36,0,
UTP23,chr8,116766523,1,0.903,0,0,0,0,0,1,63,0,
UTP25,chr1,209827971,1,,0,0,0,24,2,1,129,0,
UTP3,chr4,70688531,,1.003,0,0,1,76,2,1,108,0,
UTP4,chr16,69132595,1,,0,0,0,72,2,1,125,0,
UTP6,chr17,31901708,,0.668,0,0,0,72,2,1,67,0,
UTRN,chr6,144291736,,0.43,0,0,8,8,3,0,98,0,
UTS2,chr1,7853491,,1.271,0,0,1,1,2,0,44,0,
UTS2B,chr3,191330536,,1.588,0,0,0,1,2,0,110,0,
UTS2R,chr17,82371764,0,1.925,0,0,5,2,2,1,172,0,
UTY,chrY,13480670,,0.325,0,0,1,6,1,0,30,0,
UVRAG,chr11,75815209,,0.294,0,0,1,12,4,1,113,0,
UVRAG-DT,chr11,75814797,,,0,0,0,0,0,1,113,0,
UVSSA,chr4,1347207,,1.48,0,0,0,25,4,1,172,1,
UXS1,chr2,106194301,,0.612,0,0,0,1,2,1,71,0,
UXT,chrX,47659180,1,0.46,0,0,6,11,1,1,66,0,
UXT-AS1,chrX,47658832,,,0,0,0,0,0,1,67,0,
VAC14,chr16,70801158,,0.421,0,0,0,4,6,1,78,2,
VAC14-AS1,chr16,70755094,,,0,0,0,0,0,0,157,0,
VAMP1,chr12,6470677,,1.145,0,0,0,12,3,1,115,4,
VAMP2,chr17,8162948,,0.422,0,0,4,48,23,1,190,1,
VAMP3,chr1,7771295,,1.269,0,0,0,36,17,1,60,0,
VAMP4,chr1,171742065,,0.77,0,0,1,29,3,1,67,0,
VAMP5,chr2,85584430,,1.726,0,0,0,1,0,1,133,0,
VAMP7,chrY,57067864,,0.858,0,0,3,31,6,1,0,1,
VAMP8,chr2,85577585,,1.235,0,0,0,35,7,0,132,0,
VANGL1,chr1,115641969,,0.596,0,0,2,9,18,1,78,3,
VANGL2,chr1,160400563,,0.387,0,0,0,12,5,1,113,3,
VAPA,chr18,9914015,,0.589,0,0,1,11,4,1,113,0,
VAPB,chr20,58389228,,0.559,0,0,1,10,6,1,94,4,
VARS,,,1,0.511,0,0,0,0,0,,,0,
VARS1,chr6,31795752,,,0,0,1,4,1,1,155,1,
VARS2,chr6,30914207,1,0.692,0,0,0,1,1,1,119,1,
VASH1,chr14,76761467,,0.604,0,0,0,3,1,1,94,0,
VASH1-AS1,chr14,76786724,,,0,0,0,0,0,0,96,0,
VASH2,chr1,212950540,,0.66,0,0,0,4,1,1,100,0,
VASN,chr16,4371847,,0.512,0,0,0,0,0,1,206,0,
VASP,chr19,45507478,,0.345,0,0,18,28,4,1,155,0,
VAT1,chr17,43022385,,0.837,0,0,0,0,1,1,122,0,
VAT1L,chr16,77788563,,1.072,0,0,0,0,0,1,67,0,
VAV1,chr19,6772707,,0.226,0,0,19,36,30,0,132,0,
VAV2,chr9,133992324,,0.521,0,0,0,13,26,0,155,0,
VAV3,chr1,107965180,,0.724,0,0,1,11,21,1,81,0,
VAV3-AS1,chr1,107964442,,,0,0,0,0,0,1,81,0,
VAX1,chr10,117138270,0,0.515,1,1,0,0,0,0,86,1,
VAX2,chr2,70900575,,1.026,1,4,0,0,0,1,86,0,
VBP1,chrX,155197006,,0.426,0,0,0,17,1,0,18,0,
VCAM1,chr1,100719639,,0.386,0,0,64,21,5,0,71,0,
VCAN,chr5,83471673,,0.199,0,0,29,10,13,1,74,2,
VCAN-AS1,chr5,83562314,,,0,0,0,0,0,0,75,0,
VCL,chr10,73998115,,0.396,0,0,1,53,16,1,120,3,
VCP,chr9,35072668,1,0.127,0,0,5,60,22,1,93,11,
VCPIP1,chr8,66667231,,0.119,0,0,0,8,1,1,71,0,
VCPKMT,chr14,50116572,,1.841,0,0,0,2,1,1,74,0,
VCX,chrX,7842261,,1.821,0,0,0,0,0,0,10,0,
VCX2,chrX,8171267,,1.943,0,0,0,0,0,0,21,0,
VCX3A,chrX,6535118,0,1.87,0,0,0,0,0,0,18,0,
VCX3B,chrX,8464829,,1.833,0,0,0,0,0,0,17,0,
VCY,chrY,13986512,,,0,0,0,0,0,0,1,1,
VCY1B,chrY,13986503,,,0,0,0,0,0,0,1,0,
VDAC1,chr5,134004975,,0.306,0,0,1,56,5,0,122,0,
VDAC2,chr10,75210153,,0.477,0,0,0,14,3,1,122,0,
VDAC3,chr8,42391760,,0.193,0,0,0,12,3,1,70,0,
VDR,chr12,47904994,,0.878,1,151,45,0,0,1,127,2,
VEGFA,chr6,43770208,,0.84,0,0,177,0,0,1,173,0,
VEGFB,chr11,64234583,,1.873,0,0,8,10,3,1,179,0,
VEGFC,chr4,176792922,,0.478,0,0,13,7,3,1,93,1,
VEGFD,chrX,15384413,,,0,0,7,7,3,0,41,0,
VENTX,chr10,133237854,,1.916,1,5,1,2,2,0,151,0,
VENTXP1,chrX,26558336,,,0,0,0,0,0,1,20,0,
VENTXP7,chr3,21405725,,,0,0,0,0,0,0,25,0,
VEPH1,chr3,157503416,,1.222,0,0,0,0,0,0,70,0,
VEZF1,chr17,57988254,,0.24,1,8,1,0,0,1,127,2,
VEZT,chr12,95217745,,0.441,0,0,0,5,0,1,114,0,
VGF,chr7,101165569,,0.5,0,0,8,0,4,0,151,0,
VGLL1,chrX,136532214,,0.539,0,0,0,1,0,0,43,0,
VGLL2,chr6,117265557,,0.57,0,0,7,0,0,1,51,0,
VGLL3,chr3,86991149,,0.745,0,0,1,0,0,1,96,0,
VGLL4,chr3,11720539,,0.954,0,0,1,3,0,0,85,0,
VHL,chr3,10141777,,0.927,1,25,3,30,8,1,81,7,
VHLL,chr1,156299307,0,,0,0,0,0,0,0,81,0,
VIL1,chr2,218419122,,0.861,0,0,2,0,0,0,104,0,
VILL,chr3,37987977,,1.091,0,0,0,0,0,0,163,0,
VIM,chr10,17228240,,0.423,0,0,82,6,10,1,115,1,
VIM-AS1,chr10,17229985,,,0,0,0,0,0,0,115,0,
VIMP,,,,1.689,0,0,0,0,0,,,0,
VIP,chr6,152750796,,1.412,0,0,25,4,2,0,19,0,
VIPAS39,chr14,77457601,,0.798,0,0,0,1,0,1,60,2,
VIPR1,chr3,42489298,,1.73,0,0,4,9,2,0,99,0,
VIPR1-AS1,chr3,42532606,,,0,0,0,0,0,0,109,0,
VIPR2,chr7,159144957,,1.05,0,0,0,6,2,0,93,0,
VIRMA,chr8,94553469,,,0,0,0,13,0,1,38,0,
VIT,chr2,36696689,,1.588,0,0,1,0,0,0,88,0,
VKORC1,chr16,31094999,,1.02,0,0,0,1,1,1,139,3,
VKORC1L1,chr7,65873073,,0.489,0,0,0,1,1,1,47,0,
VLDLR,chr9,2621786,,0.718,0,0,11,10,3,1,79,2,
VLDLR-AS1,chr9,2622373,,,0,0,0,0,0,0,79,0,
VMA12,,,,,0,0,0,0,0,,,1,
VMA21,chrX,151396594,,1.112,0,0,0,4,0,1,17,1,
VMA22,,,,,0,0,0,0,0,,,1,
VMAC,chr19,5904871,,1.749,0,0,0,0,0,0,153,0,
VMO1,chr17,4786364,,1.845,0,0,0,0,0,0,85,0,
VMP1,chr17,59707653,,0.33,0,0,5,2,0,1,94,0,
VN1R1,chr19,57456739,,,0,0,0,0,0,0,26,0,
VN1R10P,chr6,27324760,,,0,0,0,0,0,0,56,0,
VN1R2,chr19,53258291,0,,0,0,0,0,0,0,12,0,
VN1R3,chr16,31808853,,,0,0,0,0,0,0,2,0,
VN1R4,chr19,53267665,0,,0,0,0,0,0,0,13,0,
VN1R5,chr1,247256071,0,,0,0,0,0,0,0,49,0,
VNN1,chr6,132714055,,1.041,0,0,4,1,3,0,76,0,
VNN2,chr6,132763455,,1.568,0,0,0,1,2,0,79,0,
VNN3,chr6,132734765,,1.119,0,0,0,0,0,0,67,0,
VOPP1,chr7,55572502,,0.743,0,0,0,0,0,1,103,0,
VPRBP,,,,0.109,0,0,0,0,0,,,0,
VPREB1,chr22,22244785,0,1.883,0,0,7,3,1,0,69,0,
VPREB3,chr22,23754425,,1.887,0,0,0,1,1,0,141,0,
VPS11,chr11,119067817,,0.538,0,0,0,9,1,1,140,3,
VPS13A,chr9,77177533,,0.484,0,0,0,0,0,1,35,2,
VPS13A-AS1,chr9,77177917,,,0,0,0,0,0,1,35,0,
VPS13B,chr8,99013273,,0.65,0,0,1,0,0,1,50,2,
VPS13C,chr15,62060447,,0.677,0,0,0,0,0,1,69,2,
VPS13D,chr1,12230029,,0.332,0,0,0,0,0,1,107,2,
VPS16,chr20,2840696,,0.818,0,0,0,11,1,1,95,1,
VPS18,chr15,40894449,,0.395,0,0,0,9,1,1,169,0,
VPS25,chr17,42773448,1,0.727,0,0,0,22,2,0,92,0,
VPS26A,chr10,69124152,,0.484,0,0,0,13,1,1,77,0,
VPS26B,chr11,134224670,,0.317,0,0,0,11,0,1,80,0,
VPS26C,chr21,37268108,,,0,0,0,10,0,0,65,0,
VPS28,chr8,144428563,1,0.745,0,0,0,23,5,1,182,0,
VPS29,chr12,110502111,,0.534,0,0,0,18,1,1,63,0,
VPS33A,chr12,122266494,,0.44,0,0,0,10,1,1,71,2,
VPS33B,chr15,91022621,,0.961,0,0,1,11,2,1,52,4,
VPS33B-DT,chr15,91022621,,,0,0,0,0,0,1,52,0,
VPS35,chr16,46689178,,0.313,0,0,0,15,1,1,74,2,
VPS35L,chr16,19555702,,,0,0,0,6,1,1,101,2,
VPS36,chr13,52450634,,0.502,0,0,0,28,2,1,72,0,
VPS37A,chr8,17246957,,0.722,0,0,0,23,5,1,45,2,
VPS37B,chr12,122896124,,0.776,0,0,0,23,5,1,188,0,
VPS37C,chr11,61161426,,0.86,0,0,0,23,5,1,140,0,
VPS37D,chr7,73667830,,0.376,0,0,0,23,5,1,106,1,
VPS39,chr15,42208304,,0.684,0,0,0,11,1,1,60,0,
VPS41,chr7,38909191,,0.84,0,0,0,9,1,0,44,2,
VPS45,chr1,150067381,,0.658,0,0,0,14,3,1,56,1,
VPS4A,chr16,69311349,,0.347,0,0,0,13,4,1,111,1,
VPS4B,chr18,63422476,,0.478,0,0,2,11,2,1,66,1,
VPS50,chr7,93232339,,,0,0,0,3,0,0,33,1,
VPS51,chr11,65096213,,0.924,0,0,0,5,1,1,156,1,
VPS52,chr6,33271965,,0.495,0,0,2,6,1,1,104,0,
VPS53,chr17,714839,,0.611,0,0,0,7,1,1,96,1,
VPS54,chr2,64019428,,0.254,0,0,0,6,1,1,88,0,
VPS72,chr1,151190197,,0.847,0,0,2,37,1,0,99,0,
VPS8,chr3,184812142,,0.458,0,0,0,7,0,1,90,0,
VPS9D1,chr16,89720898,,1.312,0,0,0,0,0,1,147,0,
VPS9D1-AS1,chr16,89711855,,,0,0,0,0,0,0,148,0,
VRK1,chr14,96797381,,0.634,0,0,2,29,2,1,57,3,
VRK2,chr2,57907650,,1.038,0,0,1,2,7,0,58,0,
VRK3,chr19,50025548,,1.074,0,0,0,1,1,1,62,0,
VRTN,chr14,74348470,0,0.264,0,0,0,0,0,0,58,0,
VSIG1,chrX,108044969,,0.983,0,0,0,0,0,0,54,0,
VSIG10,chr12,118104011,,0.817,0,0,0,0,0,1,106,0,
VSIG10L,chr19,51342124,,1.024,0,0,0,0,0,0,112,0,
VSIG10L2,chr11,125946055,,,0,0,0,0,0,0,96,0,
VSIG2,chr11,124752255,,1.099,0,0,0,0,0,0,118,0,
VSIG4,chrX,66040125,,1.684,0,0,0,1,0,0,79,0,
VSIG8,chr1,159862657,,0.847,0,0,0,0,0,0,116,0,
VSIR,chr10,71773520,,,0,0,0,0,0,1,187,0,
VSNL1,chr2,17539971,,0.633,0,0,1,0,0,1,61,0,
VSTM1,chr19,54063953,,1.412,0,0,0,0,0,0,56,0,
VSTM2A,chr7,54542324,,0.637,0,0,0,0,0,1,29,0,
VSTM2A-OT1,chr7,54556969,,,0,0,0,0,0,0,33,0,
VSTM2B,chr19,29525417,,1.208,0,0,0,0,0,1,79,0,
VSTM2L,chr20,37903126,,0.841,0,0,0,0,0,1,128,0,
VSTM4,chr10,49115522,,0.717,0,0,0,0,0,1,110,0,
VSTM5,chr11,93850618,,1.849,0,0,0,0,0,1,49,0,
VSX1,chr20,25082141,,0.874,1,4,2,0,0,0,116,3,
VSX2,chr14,74239448,0,1.043,1,30,4,0,0,1,65,2,
VTA1,chr6,142147262,,0.902,0,0,0,7,2,1,36,0,
VTCN1,chr1,117210960,,1.848,0,0,1,2,0,0,70,0,
VTI1A,chr10,112447214,,0.86,0,0,0,25,2,1,66,0,
VTI1B,chr14,67674632,,0.675,0,0,0,27,1,1,87,0,
VTN,chr17,28370307,,1.06,0,0,2,39,9,0,114,0,
VTRNA1-1,chr5,140711275,,,0,0,0,0,0,0,50,0,
VTRNA1-2,chr5,140718925,,,0,0,0,0,0,0,41,0,
VTRNA1-3,chr5,140726158,,,0,0,0,0,0,0,33,0,
VTRNA2-1,chr5,136080598,,,0,0,0,0,0,1,136,0,
VWA1,chr1,1435689,,1.066,0,0,0,0,2,1,127,1,
VWA2,chr10,114239253,,1.386,0,0,0,0,0,1,61,0,
VWA3A,chr16,22092540,,0.918,0,0,0,0,0,0,54,0,
VWA3B,chr2,98087166,,0.94,0,0,0,0,0,1,58,1,
VWA5A,chr11,124115449,,1.463,0,0,1,0,0,0,49,0,
VWA5B1,chr1,20290874,,1.272,0,0,0,0,0,0,66,0,
VWA5B2,chr3,184230352,,0.597,0,0,0,0,0,0,96,0,
VWA7,chr6,31777328,,0.867,0,0,0,0,0,0,155,0,
VWA8,chr13,41961109,,1.15,0,0,0,0,0,1,69,1,
VWA8-AS1,chr13,41961168,,,0,0,0,0,0,1,69,0,
VWA9,,,,0.821,0,0,0,0,0,,,0,
VWC2,chr7,49773637,,0.274,0,0,0,0,0,1,59,0,
VWC2L,chr2,214411053,,0.795,0,0,0,0,0,0,21,0,
VWC2L-IT1,chr2,214510181,,,0,0,0,0,0,0,38,0,
VWCE,chr11,61295316,,0.796,0,0,0,0,0,0,105,0,
VWDE,chr7,12403941,,1.117,0,0,0,0,0,1,49,0,
VWF,chr12,6124670,,0.593,0,0,13,18,25,0,120,3,
VXN,chr8,66493565,,,0,0,0,0,0,0,151,0,
WAC,chr10,28532778,,0.084,0,0,0,2,1,1,92,3,
WAC-AS1,chr10,28532354,,,0,0,0,0,0,1,92,0,
WAKMAR2,chr6,137868233,,,0,0,0,0,0,0,146,0,
WAPAL,,,,0.112,0,0,0,0,0,,,0,
WAPL,chr10,86521792,,,0,0,0,10,4,1,63,0,
WARS,,,1,0.492,0,0,0,0,0,,,0,
WARS1,chr14,100376327,,,0,0,0,2,1,1,165,3,
WARS2,chr1,119140672,,0.666,0,0,3,1,1,1,43,4,
WARS2-AS1,chr1,119140395,,,0,0,0,0,0,1,43,0,
WARS2-IT1,chr1,119047404,,,0,0,0,0,0,0,64,0,
WAS,chrX,48683798,,0.149,0,0,4,45,10,0,66,5,
WASF1,chr6,110180004,,0.215,0,0,2,23,9,1,47,1,
WASF2,chr1,27490167,,0.311,0,0,1,17,10,1,150,0,
WASF3,chr13,26557682,,0.467,0,0,2,12,8,1,76,0,
WASH2P,chr2,113583652,,,0,0,0,0,0,1,39,0,
WASH3P,chr15,101960812,,,0,0,0,0,0,1,8,0,
WASH4P,,,,1.3,0,0,0,0,0,,,0,
WASH5P,chr19,70966,,,0,0,0,0,0,1,0,0,
WASH7P,chr1,29370,,,0,0,0,0,0,1,2,0,
WASH8P,chr12,32015,,,0,0,0,0,0,0,31,0,
WASHC1,chr9,29739,,,0,0,0,8,0,1,16,0,
WASHC2A,chr10,50067887,,,0,0,0,8,0,1,28,0,
WASHC2C,chr10,45727042,,,0,0,0,7,0,1,19,0,
WASHC3,chr12,102062124,,,0,0,0,8,0,1,37,0,
WASHC4,chr12,105107730,,,0,0,0,7,0,1,41,1,
WASHC5,chr8,125091819,,,0,0,0,7,0,1,72,4,
WASIR1,chrX,156016830,,,0,0,0,0,0,1,30,0,
WASIR2,chr16,22915,,,0,0,0,0,0,1,70,0,
WASL,chr7,123749003,,0.375,0,0,0,55,17,1,99,0,
WBP1,chr2,74458437,,1.408,0,0,1,2,0,1,147,0,
WBP11,chr12,14803478,,0.148,0,0,0,64,2,1,98,1,
WBP11P1,chr18,32511662,,,0,0,0,0,0,0,35,0,
WBP1L,chr10,102743947,,0.475,0,0,0,0,0,0,130,0,
WBP2,chr17,75856436,,0.591,0,0,1,5,0,0,188,0,
WBP2NL,chr22,41998787,,1.6,0,0,0,4,0,1,70,0,
WBP4,chr13,41061508,,1.018,0,0,0,63,1,0,73,1,
WBP5,,,,1.821,0,0,0,0,0,,,0,
WBSCR16,,,,0.958,0,0,0,0,0,,,0,
WBSCR17,,,,0.487,0,0,0,0,0,,,0,
WBSCR22,,,,0.736,0,0,0,0,0,,,0,
WBSCR27,,,,1.019,0,0,0,0,0,,,0,
WBSCR28,,,,1.638,0,0,0,0,0,,,0,
WDCP,chr2,24047426,,,0,0,0,0,1,0,72,0,
WDFY1,chr2,223945335,,0.752,0,0,0,0,0,0,105,0,
WDFY2,chr13,51584461,,0.994,0,0,0,0,0,1,103,0,
WDFY3,chr4,84966690,,0.071,0,0,0,7,0,0,59,1,
WDFY3-AS2,chr4,84965615,,,0,0,0,0,0,1,61,0,
WDFY4,chr10,48685462,,0.304,0,0,1,0,0,0,102,0,
WDHD1,chr14,55027099,,0.8,0,0,0,25,0,1,66,0,
WDPCP,chr2,63588477,,0.782,0,0,0,3,0,1,57,4,
WDR1,chr4,10116799,,0.22,0,0,0,2,1,1,153,1,
WDR11,chr10,120851361,,0.532,0,0,1,1,1,1,38,6,
WDR11-AS1,chr10,120851179,,,0,0,0,0,0,1,38,0,
WDR12,chr2,202911673,1,0.637,0,0,0,27,1,1,31,0,
WDR13,chrX,48597491,,0.362,0,0,0,0,0,1,58,0,
WDR16,,,,1.242,0,0,0,0,0,,,0,
WDR17,chr4,176065840,,0.85,0,0,0,0,0,1,28,0,
WDR18,chr19,982927,,0.248,0,0,0,5,1,1,206,0,
WDR19,chr4,39182528,,0.561,0,0,0,9,2,1,29,8,
WDR20,chr14,102139422,,0.367,0,0,0,3,1,1,94,0,
WDR24,chr16,690398,,0.68,0,0,0,18,1,1,209,0,
WDR25,chr14,100376415,1,0.852,0,0,0,0,0,1,165,0,
WDR26,chr1,224434797,,0.085,0,0,0,10,1,0,74,2,
WDR27,chr6,169702063,,0.892,0,0,0,0,0,1,70,0,
WDR3,chr1,117929738,1,0.73,0,0,0,72,2,1,40,0,
WDR31,chr9,113340275,,1.187,0,0,0,1,0,1,122,0,
WDR33,chr2,127811171,1,0.213,0,0,0,17,6,1,69,0,
WDR34,,,,0.993,0,0,0,0,0,,,0,
WDR35,chr2,19990105,,0.815,0,0,0,11,2,1,43,4,
WDR36,chr5,111092347,,0.466,0,0,2,74,2,1,58,1,
WDR37,chr10,1056384,,0.412,0,0,0,1,0,1,103,1,
WDR38,chr9,124853416,,1.589,0,0,0,0,0,1,135,0,
WDR4,chr21,42879583,,1.116,0,0,0,1,1,1,110,3,
WDR41,chr5,77492316,,1.111,0,0,0,14,0,1,23,0,
WDR43,chr2,28894666,1,0.163,0,0,0,70,2,1,51,0,
WDR44,chrX,118346072,,0.195,0,0,0,0,0,1,38,0,
WDR45,chrX,49101121,,0.21,0,0,0,2,1,1,77,3,
WDR45B,chr17,82648444,,0.551,0,0,0,0,1,0,137,1,
WDR46,chr6,33289239,,0.947,0,0,0,77,2,1,115,0,
WDR47,chr1,109042228,,0.392,0,0,0,0,0,1,56,0,
WDR48,chr3,39052015,,0.215,0,0,1,12,4,1,55,1,
WDR49,chr3,167657923,,1.227,0,0,0,0,0,0,37,0,
WDR5,chr9,134135198,,0.124,1,1,6,165,18,1,122,0,
WDR52,,,,0.561,0,0,0,0,0,,,0,
WDR53,chr3,196568674,,0.974,0,0,0,0,0,1,60,0,
WDR54,chr2,74421729,,1.311,0,0,0,0,0,1,129,0,
WDR55,chr5,140664798,,1.665,0,0,0,0,0,1,69,0,
WDR59,chr16,74985123,,0.723,0,0,0,15,1,1,88,0,
WDR5B,chr3,122416062,,1.481,0,0,0,8,0,1,66,0,
WDR6,chr3,49007390,,0.742,0,0,1,2,5,1,109,0,
WDR60,,,,0.665,0,0,0,0,0,,,0,
WDR61,chr15,78299609,1,0.724,0,0,0,84,8,0,118,0,
WDR62,chr19,36054896,,0.859,0,0,0,2,0,1,86,2,
WDR63,,,,0.757,0,0,0,0,0,,,0,
WDR64,chr1,241652280,,1.086,0,0,0,0,0,0,96,0,
WDR65,,,,1.112,0,0,0,0,0,,,0,
WDR66,,,,0.718,0,0,0,0,0,,,0,
WDR7,chr18,56651358,,0.181,0,0,0,2,0,1,56,0,
WDR70,chr5,37379317,1,0.757,0,0,0,40,1,1,25,0,
WDR72,chr15,53762878,,1.074,0,0,0,0,0,0,29,1,
WDR73,chr15,84654283,,1.259,0,0,0,0,0,1,98,3,
WDR74,chr11,62841809,1,1.122,0,0,0,19,0,0,143,0,
WDR75,chr2,189441432,1,0.541,0,0,0,71,2,1,66,0,
WDR76,chr15,43827001,,0.853,0,0,1,2,0,1,65,0,
WDR77,chr1,111449308,1,0.824,0,0,0,29,2,1,96,0,
WDR78,,,,0.933,0,0,0,0,0,,,0,
WDR81,chr17,1716522,,0.534,0,0,0,1,1,1,132,3,
WDR82,chr3,52278649,,0.396,0,0,1,25,2,1,168,0,
WDR83,chr19,12666806,,1.529,0,0,2,8,1,1,86,0,
WDR83OS,chr19,12669415,,1.652,0,0,0,1,0,1,87,1,
WDR86,chr7,151410712,,1.51,0,0,0,0,0,0,182,0,
WDR86-AS1,chr7,151409160,,,0,0,0,0,0,1,178,0,
WDR87,chr19,37906594,,0.943,0,0,0,0,0,1,97,0,
WDR87BP,chr19,37855196,,,0,0,0,0,0,1,33,0,
WDR88,chr19,33132113,,1.106,0,0,0,0,0,1,66,0,
WDR89,chr14,63641871,,1.189,0,0,0,0,0,1,86,0,
WDR90,chr16,649364,,1.297,0,0,0,1,0,1,181,0,
WDR91,chr7,135211526,,0.621,0,0,0,0,1,1,121,0,
WDR92,chr2,68157527,1,0.668,0,0,0,10,0,1,71,0,
WDR93,chr15,89690810,,1.067,0,0,0,0,0,1,70,0,
WDR96,,,,0.702,0,0,0,0,0,,,0,
WDR97,chr8,144107738,,,0,0,0,0,0,1,139,0,
WDSUB1,chr2,159286703,,1.359,0,0,0,0,0,1,50,0,
WDTC1,chr1,27234631,,0.23,0,0,18,3,1,1,52,0,
WDYHV1,,,,1.349,0,0,0,0,0,,,0,
WEE1,chr11,9573669,1,0.17,0,0,28,4,8,1,129,0,
WEE2,chr7,141708352,,0.79,0,0,0,1,0,0,71,2,
WEE2-AS1,chr7,141738230,,,0,0,0,0,0,1,46,0,
WFDC1,chr16,84294877,,1.716,0,0,0,0,0,1,84,0,
WFDC10A,chr20,45629738,0,1.936,0,0,0,0,0,0,13,0,
WFDC10B,chr20,45705019,,1.793,0,0,0,0,0,0,13,0,
WFDC11,chr20,45670239,0,1.711,0,0,0,0,0,0,9,0,
WFDC12,chr20,45124465,,1.72,0,0,1,0,0,0,59,0,
WFDC13,chr20,45702037,,1.555,0,0,0,0,0,0,12,0,
WFDC2,chr20,45469752,,0.572,0,0,2,0,1,1,76,1,
WFDC21P,chr17,60088467,,,0,0,0,0,0,0,70,0,
WFDC3,chr20,45791883,,1.585,0,0,0,0,0,1,93,0,
WFDC5,chr20,45115174,,1.241,0,0,0,0,0,0,67,0,
WFDC6,chr20,45539482,,1.886,0,0,0,0,0,0,35,0,
WFDC8,chr20,45579284,,1.416,0,0,0,0,0,0,18,0,
WFDC9,chr20,45631284,0,1.764,0,0,0,0,0,0,13,0,
WFIKKN1,chr16,630984,,1.138,0,0,0,0,0,0,189,0,
WFIKKN2,chr17,50834583,,0.755,0,0,0,2,0,0,135,0,
WFS1,chr4,6269849,,1.93,0,0,2,1,3,1,119,6,
WHAMM,chr15,82809627,,1.153,0,0,0,8,1,1,94,0,
WHAMMP1,chr15,32533741,,,0,0,0,0,0,0,4,0,
WHAMMP2,chr15,28737582,,,0,0,0,0,0,1,27,0,
WHAMMP3,chr15,22664738,,,0,0,0,0,0,1,15,0,
WHRN,chr9,114505473,,,0,0,0,19,2,0,112,3,
WHSC1,,,,0.119,1,2,0,0,0,,,0,
WHSC1L1,,,,0.142,0,0,0,0,0,,,0,
