deg_dataset,deg_gene_id,gene_name,cog,func_class,description,organism,refseq,condition,uniprot,gi
DEG1051,DEG10510278,iscU,-,-,probable iron-binding protein IscU,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07200.1
DEG1051,DEG10510279,iscS,-,-,L-cysteine desulfurase (pyridoxal phosphate-dependent),Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07201.1
DEG1051,DEG10510280,secF,-,-,secretion protein SecF,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07207.1
DEG1051,DEG10510281,secD,-,-,secretion protein SecD,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07208.1
DEG1051,DEG10510282,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07209.1
DEG1051,DEG10510283,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07214.1
DEG1051,DEG10510284,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07215.1
DEG1051,DEG10510285,valS,-,-,valyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07221.1
DEG1051,DEG10510286,thiD,-,-,phosphomethylpyrimidine kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07362.1
DEG1051,DEG10510287,thiE,-,-,thiamin-phosphate pyrophosphorylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07363.1
DEG1051,DEG10510288,hemL,-,-,"glutamate-1-semialdehyde 2,1-aminomutase",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07364.1
DEG1051,DEG10510289,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07369.1
DEG1051,DEG10510290,lnt,-,-,apolipoprotein N-acyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07371.1
DEG1051,DEG10510291,leuS,-,-,leucyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07374.1
DEG1051,DEG10510292,-,-,-,hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07375.1
DEG1051,DEG10510293,holA,-,-,"DNA polymerase III, delta subunit",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07376.1
DEG1051,DEG10510294,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07377.1
DEG1051,DEG10510295,lis,-,-,lipoate synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07383.1
DEG1051,DEG10510296,lipB,-,-,lipoate-protein ligase B,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07384.1
DEG1051,DEG10510297,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07385.1
DEG1051,DEG10510298,rodA,-,-,rod shape-determining protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07389.1
DEG1051,DEG10510299,pbpA,-,-,penicillin-binding protein 2,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07390.1
DEG1051,DEG10510300,proA,-,-,gamma-glutamyl phosphate reductase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07394.1
DEG1051,DEG10510301,-,-,-,probable aromatic acid decarboxylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07406.1
DEG1051,DEG10510302,ppa,-,-,inorganic pyrophosphatase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07418.1
DEG1051,DEG10510303,xseB,-,-,exodeoxyribonuclease VII small subunit,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07429.1
DEG1051,DEG10510304,ispA,-,-,geranyltranstransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07430.1
DEG1051,DEG10510305,dxs,-,-,1-deoxyxylulose-5-phosphate synthase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07431.1
DEG1051,DEG10510306,ribA,-,-,GTP cyclohydrolase II,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07434.1
DEG1051,DEG10510307,thiL,-,-,thiamine monophosphate kinase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07438.1
DEG1051,DEG10510308,nusB,-,-,NusB protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07439.1
DEG1051,DEG10510309,ribE,-,-,"6,7-dimethyl-8-ribityllumazine synthase",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07440.1
DEG1051,DEG10510310,ribB,-,-,"GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07441.1
DEG1051,DEG10510311,ribC,-,-,riboflavin synthase alpha chain,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07442.1
DEG1051,DEG10510312,ribD,-,-,riboflavin-specific deaminase/reductase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07443.1
DEG1051,DEG10510313,-,-,-,probable epimerase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07455.1
DEG1051,DEG10510314,ssb,-,-,single-stranded DNA-binding protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07620.1
DEG1051,DEG10510315,rplQ,-,-,50S ribosomal protein L17,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07625.1
DEG1051,DEG10510316,rpoA,-,-,DNA-directed RNA polymerase alpha chain,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07626.1
DEG1051,DEG10510317,rpsD,-,-,30S ribosomal protein S4,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07627.1
DEG1051,DEG10510318,rpsK,-,-,30S ribosomal protein S11,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07628.1
DEG1051,DEG10510319,rpsM,-,-,30S ribosomal protein S13,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07629.1
DEG1051,DEG10510320,rpmJ,-,-,50S ribosomal protein L36,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07630.1
DEG1051,DEG10510321,secY,-,-,secretion protein SecY,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07631.1
DEG1051,DEG10510322,rplO,-,-,50S ribosomal protein L15,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07632.1
DEG1051,DEG10510323,rpmD,-,-,50S ribosomal protein L30,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07633.1
DEG1051,DEG10510324,rpsE,-,-,30S ribosomal protein S5,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07634.1
DEG1051,DEG10510325,rplR,-,-,50S ribosomal protein L18,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07635.1
DEG1051,DEG10510326,rplF,-,-,50S ribosomal protein L6,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07636.1
DEG1051,DEG10510327,rpsH,-,-,30S ribosomal protein S8,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07637.1
DEG1051,DEG10510328,rpsN,-,-,30S ribosomal protein S14,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07638.1
DEG1051,DEG10510329,rplE,-,-,50S ribosomal protein L5,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07639.1
DEG1051,DEG10510330,rplX,-,-,50S ribosomal protein L24,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07640.1
DEG1051,DEG10510331,rplN,-,-,50S ribosomal protein L14,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07641.1
DEG1051,DEG10510332,rpsQ,-,-,30S ribosomal protein S17,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07642.1
DEG1051,DEG10510333,rpmC,-,-,50S ribosomal protein L29,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07643.1
DEG1051,DEG10510334,rplP,-,-,50S ribosomal protein L16,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07644.1
DEG1051,DEG10510335,rpsC,-,-,30S ribosomal protein S3,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07645.1
DEG1051,DEG10510336,rplV,-,-,50S ribosomal protein L22,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07646.1
DEG1051,DEG10510337,rpsS,-,-,30S ribosomal protein S19,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07647.1
DEG1051,DEG10510338,rplB,-,-,50S ribosomal protein L2,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07648.1
DEG1051,DEG10510339,rplW,-,-,50S ribosomal protein L23,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07649.1
DEG1051,DEG10510340,rplD,-,-,50S ribosomal protein L4,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07650.1
DEG1051,DEG10510341,rplC,-,-,50S ribosomal protein L3,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07651.1
DEG1051,DEG10510342,rpsJ,-,-,30S ribosomal protein S10,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07652.1
DEG1051,DEG10510343,fusA1,-,-,elongation factor G,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07654.1
DEG1051,DEG10510344,rpsG,-,-,30S ribosomal protein S7,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07655.1
DEG1051,DEG10510345,rpsL,-,-,30S ribosomal protein S12,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07656.1
DEG1051,DEG10510346,rpoC,-,-,DNA-directed RNA polymerase beta* chain,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07657.1
DEG1051,DEG10510347,rpoB,-,-,DNA-directed RNA polymerase beta chain,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07658.1
DEG1051,DEG10510348,rplL,-,-,50S ribosomal protein L7 / L12,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07659.1
DEG1051,DEG10510349,rplJ,-,-,50S ribosomal protein L10,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07660.1
DEG1051,DEG10510350,rplA,-,-,50S ribosomal protein L1,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07661.1
DEG1051,DEG10510351,rplK,-,-,50S ribosomal protein L11,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07662.1
DEG1051,DEG10510352,nusG,-,-,transcription antitermination protein NusG,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07663.1
DEG1051,DEG10510353,secE,-,-,secretion protein SecE,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07664.1
DEG1051,DEG10510354,-,-,-,hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07667.1
DEG1051,DEG10510355,birA,-,-,BirA bifunctional protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07668.1
DEG1051,DEG10510356,-,-,-,probable fumarase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07721.1
DEG1051,DEG10510357,sodB,-,-,superoxide dismutase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07754.1
DEG1051,DEG10510358,groEL,-,-,GroEL protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07773.1
DEG1051,DEG10510359,groES,-,-,GroES protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07774.1
DEG1051,DEG10510360,secA,-,-,secretion protein SecA,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07791.1
DEG1051,DEG10510361,-,-,-,hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07793.1
DEG1051,DEG10510362,lpxC,-,-,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07794.1
DEG1051,DEG10510363,ftsZ,-,-,cell division protein FtsZ,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07795.1
DEG1051,DEG10510364,ftsA,-,-,cell division protein FtsA,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07796.1
DEG1051,DEG10510365,ftsQ,-,-,cell division protein FtsQ,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07797.1
DEG1051,DEG10510366,murC,-,-,UDP-N-acetylmuramate--alanine ligase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07799.1
DEG1051,DEG10510367,murG,-,-,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07800.1
DEG1051,DEG10510368,ftsW,-,-,cell division protein FtsW,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07801.1
DEG1051,DEG10510369,murD,-,-,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07802.1
DEG1051,DEG10510370,mraY,-,-,phospho-N-acetylmuramoyl-pentapeptide- transferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07803.1
DEG1051,DEG10510371,murF,-,-,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07804.1
DEG1051,DEG10510372,murE,-,-,"UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase",Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07805.1
DEG1051,DEG10510373,ftsI,-,-,penicillin-binding protein 3,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07806.1
DEG1051,DEG10510374,ftsL,-,-,cell division protein FtsL,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07807.1
DEG1051,DEG10510375,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07808.1
DEG1051,DEG10510376,-,-,-,sedoheptulose 7-phosphate isomerase GmhA,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07813.1
DEG1051,DEG10510377,-,-,-,probable cytochrome c1 precursor,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07817.1
DEG1051,DEG10510378,rpsI,-,-,30S ribosomal protein S9,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07820.1
DEG1051,DEG10510379,rplM,-,-,50S ribosomal protein L13,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07821.1
DEG1051,DEG10510380,trpS,-,-,tryptophanyl-tRNA synthetase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07827.1
DEG1051,DEG10510381,hisC1,-,-,histidinol-phosphate aminotransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07835.1
DEG1051,DEG10510382,hisD,-,-,histidinol dehydrogenase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07836.1
DEG1051,DEG10510383,hisG,-,-,ATP-phosphoribosyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07837.1
DEG1051,DEG10510384,murA,-,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07838.1
DEG1051,DEG10510385,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07839.1
DEG1051,DEG10510386,-,-,-,arabinose-5-phosphate isomerase KdsD,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07845.1
DEG1051,DEG10510387,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07847.1
DEG1051,DEG10510388,-,-,-,conserved hypothetical protein,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07848.1
DEG1051,DEG10510389,-,-,-,probable ATP-binding component of ABC transporter,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07849.1
DEG1051,DEG10510390,rpoN,-,-,RNA polymerase sigma-54 factor,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07850.1
DEG1051,DEG10510391,mreD,-,-,rod shape-determining protein MreD,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07867.1
DEG1051,DEG10510392,mreC,-,-,rod shape-determining protein MreC,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07868.1
DEG1051,DEG10510393,mreB,-,-,rod shape-determining protein MreB,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07869.1
DEG1051,DEG10510394,gatC,-,-,Glu-tRNA(Gln) amidotransferase subunit C,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07870.1
DEG1051,DEG10510395,gatA,-,-,Glu-tRNA(Gln) amidotransferase subunit A,Pseudomonas aeruginosa PAO1,AE004091,"LB agar, MOPS-pyruvate agar and Cystic fibrosis sputum agar",-,Protein_ID: AAG07871.1
